"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Height_change_cm by Soil",-0.326994594023853,8.73097341778143,0.75137484828747,-6.85270893029267,5.12889940648315,0.95,2.63583795468462,2.66666666666667,3.52857142857143
