"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Height_change_cm by Soil",-0.203280676006298,8.69228302206662,0.843594416823733,-4.01207685253946,3.35374351920613,0.95,1.61927180258131,1.4375,1.76666666666667
