"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","EC_dS_m by Soil_type",-3.99919703411617,12.2770115220388,0.00168859255042985,-71.6172157651608,-21.1841175681726,0.95,11.6024957687341,21.316,67.7166666666667
