"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Percent_height_change by Soil",0.271391948920964,8.82015963829445,0.792334393102331,-0.170223129773439,0.216470823428253,0.95,0.0852046161256664,0.104373846827407,0.08125
