"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Percent_height_change by Soil",0.0646079159887934,9.00765865842698,0.949897292880698,-1.11862149678396,1.18440518399622,0.95,0.50909928145391,0.55462962962963,0.5217377860235
