"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Percent_height_change by Soil",1.18070641388072,11.499668881183,0.26156456669762,-0.76757868835335,2.56457463606544,0.95,0.760983393748902,0.774807111147323,-0.12369086270872
