"","data","t","df","p.value","confidence_int_lower","confidence_int_upper","confidence_int_level","se","mean in group N","mean in group S"
"1","Height_change_cm by Soil",0.253457266494436,16.9825443919943,0.802957761612732,-11.3098383704406,14.3979336085359,0.95,6.091944572761,-2.54166666666667,-4.08571428571429
